"","Japanese_Name","Pokedex_Number","Classfication","Generation","Region","Is_Legendary","Type_1","Type_2","Abiity_1","Abiity_2","Abiity_3","Abiity_4","Abiity_5","Abiity_6","Against_Bug","Against_Dark","Against_Dragon","Against_Electric","Against_Fairy","Against_Fight","Against_Fire","Against_Flying","Against_Ghost","Against_Grass","Against_Ground","Against_Ice","Against_Normal","Against_Poison","Against_Psychic","Against_Rock","Against_Steel","Against_Water","Hp","Height_m","Weight_Kg","Attack","Defense","Sp_Attack","Sp_Defense","Speed","Region.1","Base_Egg_Steps","Experience_Growth","Base_Happiness","Base_Total","Capture_Rate"
"Sceptile","Jukain<U+30B8><U+30E5><U+30AB><U+30A4><U+30F3>",254,"Forest Pokémon","III","Hoenn",0,"Grass","None","Overgrow"," Unburden",NA,NA,NA,NA,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,70,1.7,52.2,110,75,145,85,145,"Hoenn",5120,1059860,70,630,"45"
"Torchic","Achamo<U+30A2><U+30C1><U+30E3><U+30E2>",255,"Chick Pokémon","III","Hoenn",0,"Fire","None","Blaze"," Speed Boost",NA,NA,NA,NA,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,45,0.4,2.5,60,40,70,50,45,"Hoenn",5120,1059860,70,310,"45"
"Combusken","Wakasyamo<U+30EF><U+30AB><U+30B7><U+30E3><U+30E2>",256,"Young Fowl Pokémon","III","Hoenn",0,"Fire","Fighting","Blaze"," Speed Boost",NA,NA,NA,NA,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,60,0.9,19.5,85,60,85,60,55,"Hoenn",5120,1059860,70,405,"45"
"Blaziken","Bursyamo<U+30D0><U+30B7><U+30E3><U+30FC><U+30E2>",257,"Blaze Pokémon","III","Hoenn",0,"Fire","Fighting","Blaze"," Speed Boost",NA,NA,NA,NA,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,80,1.9,52,160,80,130,80,100,"Hoenn",5120,1059860,70,630,"45"
"Mudkip","Mizugorou<U+30DF><U+30BA><U+30B4><U+30ED><U+30A6>",258,"Mud Fish Pokémon","III","Hoenn",0,"Water","None","Torrent"," Damp",NA,NA,NA,NA,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,0.4,7.6,70,50,50,50,40,"Hoenn",5120,1059860,70,310,"45"
"Marshtomp","Numacraw<U+30CC><U+30DE><U+30AF><U+30ED><U+30FC>",259,"Mud Fish Pokémon","III","Hoenn",0,"Water","Ground","Torrent"," Damp",NA,NA,NA,NA,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,70,0.7,28,85,70,60,70,50,"Hoenn",5120,1059860,70,405,"45"
"Swampert","Laglarge<U+30E9><U+30B0><U+30E9><U+30FC><U+30B8>",260,"Mud Fish Pokémon","III","Hoenn",0,"Water","Ground","Torrent"," Damp",NA,NA,NA,NA,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,100,1.5,81.9,150,110,95,110,70,"Hoenn",5120,1059860,70,635,"45"
"Poochyena","Pochiena<U+30DD><U+30C1><U+30A8><U+30CA>",261,"Bite Pokémon","III","Hoenn",0,"Dark","None","Run Away"," Quick Feet"," Rattled",NA,NA,NA,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,35,0.5,13.6,55,35,30,30,35,"Hoenn",3840,1000000,70,220,"255"
"Mightyena","Graena<U+30B0><U+30E9><U+30A8><U+30CA>",262,"Bite Pokémon","III","Hoenn",0,"Dark","None","Intimidate"," Quick Feet"," Moxie",NA,NA,NA,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,70,1,37,90,70,60,60,70,"Hoenn",3840,1000000,70,420,"127"
"Zigzagoon","Jiguzaguma<U+30B8><U+30B0><U+30B6><U+30B0><U+30DE>",263,"Tiny Racoon Pokémon","III","Hoenn",0,"Normal","None","Pickup"," Gluttony"," Quick Feet",NA,NA,NA,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,38,0.4,17.5,30,41,30,41,60,"Hoenn",3840,1000000,70,240,"255"
"Linoone","Massuguma<U+30DE><U+30C3><U+30B9><U+30B0><U+30DE>",264,"Rush Pokémon","III","Hoenn",0,"Normal","None","Pickup"," Gluttony"," Quick Feet",NA,NA,NA,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,78,0.5,32.5,70,61,50,61,100,"Hoenn",3840,1000000,70,420,"90"
"Wurmple","Kemusso<U+30B1><U+30E0><U+30C3><U+30BD>",265,"Worm Pokémon","III","Hoenn",0,"Bug","None","Shield Dust"," Run Away",NA,NA,NA,NA,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,45,0.3,3.6,45,35,20,30,20,"Hoenn",3840,1000000,70,195,"255"
"Silcoon","Karasalis<U+30AB><U+30E9><U+30B5><U+30EA><U+30B9>",266,"Cocoon Pokémon","III","Hoenn",0,"Bug","None","Shed Skin",NA,NA,NA,NA,NA,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,50,0.6,10,35,55,25,25,15,"Hoenn",3840,1000000,70,205,"120"
"Beautifly","Agehunt<U+30A2><U+30B2><U+30CF><U+30F3><U+30C8>",267,"Butterfly Pokémon","III","Hoenn",0,"Bug","Flying","Swarm"," Rivalry",NA,NA,NA,NA,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,60,1,28.4,70,50,100,50,65,"Hoenn",3840,1000000,70,395,"45"
"Cascoon","Mayuld<U+30DE><U+30E6><U+30EB><U+30C9>",268,"Cocoon Pokémon","III","Hoenn",0,"Bug","None","Shed Skin",NA,NA,NA,NA,NA,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,50,0.7,11.5,35,55,25,25,15,"Hoenn",3840,1000000,70,205,"120"
"Dustox","Dokucale<U+30C9><U+30AF><U+30B1><U+30A4><U+30EB>",269,"Poison Moth Pokémon","III","Hoenn",0,"Bug","Poison","Shield Dust"," Compoundeyes",NA,NA,NA,NA,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,60,1.2,31.6,50,70,50,90,65,"Hoenn",3840,1000000,70,385,"45"
"Lotad","Hassboh<U+30CF><U+30B9><U+30DC><U+30FC>",270,"Water Weed Pokémon","III","Hoenn",0,"Water","Grass","Swift Swim"," Rain Dish"," Own Tempo",NA,NA,NA,2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25,40,0.5,2.6,30,30,40,50,30,"Hoenn",3840,1059860,70,220,"255"
"Lombre","Hasubrero<U+30CF><U+30B9><U+30D6><U+30EC><U+30ED>",271,"Jolly Pokémon","III","Hoenn",0,"Water","Grass","Swift Swim"," Rain Dish"," Own Tempo",NA,NA,NA,2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25,60,1.2,32.5,50,50,60,70,50,"Hoenn",3840,1059860,70,340,"120"
"Ludicolo","Runpappa<U+30EB><U+30F3><U+30D1><U+30C3><U+30D1>",272,"Carefree Pokémon","III","Hoenn",0,"Water","Grass","Swift Swim"," Rain Dish"," Own Tempo",NA,NA,NA,2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25,80,1.5,55,70,70,90,100,70,"Hoenn",3840,1059860,70,480,"45"
"Seedot","Taneboh<U+30BF><U+30CD><U+30DC><U+30FC>",273,"Acorn Pokémon","III","Hoenn",0,"Grass","None","Chlorophyll"," Early Bird"," Pickpocket",NA,NA,NA,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,40,0.5,4,40,50,30,30,30,"Hoenn",3840,1059860,70,220,"255"
"Nuzleaf","Konohana<U+30B3><U+30CE><U+30CF><U+30CA>",274,"Wily Pokémon","III","Hoenn",0,"Grass","Dark","Chlorophyll"," Early Bird"," Pickpocket",NA,NA,NA,4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,70,1,28,70,40,60,40,60,"Hoenn",3840,1059860,70,340,"120"
"Shiftry","Dirteng<U+30C0><U+30FC><U+30C6><U+30F3><U+30B0>",275,"Wickid Pokémon","III","Hoenn",0,"Grass","Dark","Chlorophyll"," Early Bird"," Pickpocket",NA,NA,NA,4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,90,1.3,59.6,100,60,90,60,80,"Hoenn",3840,1059860,70,480,"45"
"Taillow","Subame<U+30B9><U+30D0><U+30E1>",276,"TinySwallow Pokémon","III","Hoenn",0,"Normal","Flying","Guts"," Scrappy",NA,NA,NA,NA,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,40,0.3,2.3,55,30,30,30,85,"Hoenn",3840,1059860,70,270,"200"
"Swellow","Ohsubame<U+30AA><U+30AA><U+30B9><U+30D0><U+30E1>",277,"Swallow Pokémon","III","Hoenn",0,"Normal","Flying","Guts"," Scrappy",NA,NA,NA,NA,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,60,0.7,19.8,85,60,75,50,125,"Hoenn",3840,1059860,70,455,"45"
"Wingull","Camome<U+30AD><U+30E3><U+30E2><U+30E1>",278,"Seagull Pokémon","III","Hoenn",0,"Water","Flying","Keen Eye"," Hydration"," Rain Dish",NA,NA,NA,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,40,0.6,9.5,30,30,55,30,85,"Hoenn",5120,1000000,70,270,"190"
"Pelipper","Pelipper<U+30DA><U+30EA><U+30C3><U+30D1><U+30FC>",279,"Water Bird Pokémon","III","Hoenn",0,"Water","Flying","Keen Eye"," Drizzle"," Rain Dish",NA,NA,NA,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,60,1.2,28,50,100,95,70,65,"Hoenn",5120,1000000,70,440,"45"
"Ralts","Ralts<U+30E9><U+30EB><U+30C8><U+30B9>",280,"Feeling Pokémon","III","Hoenn",0,"Psychic","Fairy","Synchronize"," Trace"," Telepathy",NA,NA,NA,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,28,0.4,6.6,25,25,45,35,40,"Hoenn",5120,1250000,35,198,"235"
"Kirlia","Kirlia<U+30AD><U+30EB><U+30EA><U+30A2>",281,"Emotion Pokémon","III","Hoenn",0,"Psychic","Fairy","Synchronize"," Trace"," Telepathy",NA,NA,NA,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,38,0.8,20.2,35,35,65,55,50,"Hoenn",5120,1250000,35,278,"120"
"Gardevoir","Sirnight<U+30B5><U+30FC><U+30CA><U+30A4><U+30C8>",282,"Embrace Pokémon","III","Hoenn",0,"Psychic","Fairy","Synchronize"," Trace"," Telepathy",NA,NA,NA,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,68,1.6,48.4,85,65,165,135,100,"Hoenn",5120,1250000,35,618,"45"
"Surskit","Ametama<U+30A2><U+30E1><U+30BF><U+30DE>",283,"Pond Skater Pokémon","III","Hoenn",0,"Bug","Water","Swift Swim"," Rain Dish",NA,NA,NA,NA,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,40,0.5,1.7,30,32,50,52,65,"Hoenn",3840,1000000,70,269,"200"
"Masquerain","Amemoth<U+30A2><U+30E1><U+30E2><U+30FC><U+30B9>",284,"Eyeball Pokémon","III","Hoenn",0,"Bug","Flying","Intimidate"," Unnerve",NA,NA,NA,NA,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,70,0.8,3.6,60,62,100,82,80,"Hoenn",3840,1000000,70,454,"75"
"Shroomish","Kinococo<U+30AD><U+30CE><U+30B3><U+30B3>",285,"Mushroom Pokémon","III","Hoenn",0,"Grass","None","Effect Spore"," Poison Heal"," Quick Feet",NA,NA,NA,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,60,0.4,4.5,40,60,40,60,35,"Hoenn",3840,1640000,70,295,"255"
"Breloom","Kinogassa<U+30AD><U+30CE><U+30AC><U+30C3><U+30B5>",286,"Mushroom Pokémon","III","Hoenn",0,"Grass","Fighting","Effect Spore"," Poison Heal"," Technician",NA,NA,NA,1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,60,1.2,39.2,130,80,60,60,70,"Hoenn",3840,1640000,70,460,"90"
"Slakoth","Namakero<U+30CA><U+30DE><U+30B1><U+30ED>",287,"Slacker Pokémon","III","Hoenn",0,"Normal","None","Truant",NA,NA,NA,NA,NA,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,60,0.8,24,60,60,35,35,30,"Hoenn",3840,1250000,70,280,"255"
"Vigoroth","Yarukimono<U+30E4><U+30EB><U+30AD><U+30E2><U+30CE>",288,"Wild Monkey Pokémon","III","Hoenn",0,"Normal","None","Vital Spirit",NA,NA,NA,NA,NA,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,1.4,46.5,80,80,55,55,90,"Hoenn",3840,1250000,70,440,"120"
"Slaking","Kekking<U+30B1><U+30C3><U+30AD><U+30F3><U+30B0>",289,"Lazy Pokémon","III","Hoenn",0,"Normal","None","Truant",NA,NA,NA,NA,NA,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,150,2,130.5,160,100,95,65,100,"Hoenn",3840,1250000,70,670,"45"
"Nincada","Tutinin<U+30C4><U+30C1><U+30CB><U+30F3>",290,"Trainee Pokémon","III","Hoenn",0,"Bug","Ground","Compoundeyes"," Run Away",NA,NA,NA,NA,1,1,1,0,1,0.5,2,2,1,1,0.5,2,1,0.5,1,1,1,2,31,0.5,5.5,45,90,30,30,40,"Hoenn",3840,600000,70,266,"255"
"Ninjask","Tekkanin<U+30C6><U+30C3><U+30AB><U+30CB><U+30F3>",291,"Ninja Pokémon","III","Hoenn",0,"Bug","Flying","Speed Boost"," Infiltrator",NA,NA,NA,NA,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,61,0.8,12,90,45,50,50,160,"Hoenn",3840,600000,70,456,"120"
"Shedinja","Nukenin<U+30CC><U+30B1><U+30CB><U+30F3>",292,"Shed Pokémon","III","Hoenn",0,"Bug","Ghost","Wonder Guard",NA,NA,NA,NA,NA,0.5,2,1,1,1,0,2,2,2,0.5,0.5,1,0,0.5,1,2,1,1,1,0.8,1.2,90,45,30,30,40,"Hoenn",3840,600000,70,236,"45"
"Whismur","Gonyonyo<U+30B4><U+30CB><U+30E7><U+30CB><U+30E7>",293,"Whisper Pokémon","III","Hoenn",0,"Normal","None","Soundproof"," Rattled",NA,NA,NA,NA,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,64,0.6,16.3,51,23,51,23,28,"Hoenn",5120,1059860,70,240,"190"
"Loudred","Dogohmb<U+30C9><U+30B4><U+30FC><U+30E0>",294,"Big Voice Pokémon","III","Hoenn",0,"Normal","None","Soundproof"," Scrappy",NA,NA,NA,NA,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,84,1,40.5,71,43,71,43,48,"Hoenn",5120,1059860,70,360,"120"
"Exploud","Bakuong<U+30D0><U+30AF><U+30AA><U+30F3><U+30B0>",295,"Loud Noise Pokémon","III","Hoenn",0,"Normal","None","Soundproof"," Scrappy",NA,NA,NA,NA,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,104,1.5,84,91,63,91,73,68,"Hoenn",5120,1059860,70,490,"45"
"Makuhita","Makunoshita<U+30DE><U+30AF><U+30CE><U+30B7><U+30BF>",296,"Guts Pokémon","III","Hoenn",0,"Fighting","None","Thick Fat"," Guts"," Sheer Force",NA,NA,NA,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,72,1,86.4,60,30,20,30,25,"Hoenn",5120,1640000,70,237,"180"
"Hariyama","Hariteyama<U+30CF><U+30EA><U+30C6><U+30E4><U+30DE>",297,"Arm Thrust Pokémon","III","Hoenn",0,"Fighting","None","Thick Fat"," Guts"," Sheer Force",NA,NA,NA,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,144,2.3,253.8,120,60,40,60,50,"Hoenn",5120,1640000,70,474,"200"
"Azurill","Ruriri<U+30EB><U+30EA><U+30EA>",298,"Polka Dot Pokémon","III","Hoenn",0,"Normal","Fairy","Thick Fat"," Huge Power"," Sap Sipper",NA,NA,NA,0.5,0.5,0,1,1,1,1,1,0,1,1,1,1,2,1,1,2,1,50,0.2,2,20,40,20,40,20,"Hoenn",2560,800000,70,190,"150"
"Nosepass","Nosepass<U+30CE><U+30BA><U+30D1><U+30B9>",299,"Compass Pokémon","III","Hoenn",0,"Rock","None","Sturdy"," Magnet Pull"," Sand Force",NA,NA,NA,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,30,1,97,45,135,45,90,30,"Hoenn",5120,1000000,70,375,"255"
"Skitty","Eneco<U+30A8><U+30CD><U+30B3>",300,"Kitten Pokémon","III","Hoenn",0,"Normal","None","Cute Charm"," Normalize"," Wonder Skin ",NA,NA,NA,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,0.6,11,45,45,35,35,50,"Hoenn",3840,800000,70,260,"255"
"Delcatty","Enekororo<U+30A8><U+30CD><U+30B3><U+30ED><U+30ED>",301,"Prim Pokémon","III","Hoenn",0,"Normal","None","Cute Charm"," Normalize"," Wonder Skin ",NA,NA,NA,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,70,1.1,32.6,65,65,55,55,90,"Hoenn",3840,800000,70,400,"60"
"Sableye","Yamirami<U+30E4><U+30DF><U+30E9><U+30DF>",302,"Darkness Pokémon","III","Hoenn",0,"Dark","Ghost","Keen Eye"," Stall"," Prankster",NA,NA,NA,1,1,1,1,2,0,1,1,1,1,1,1,0,0.5,0,1,1,1,50,0.5,11,85,125,85,115,20,"Hoenn",6400,1059860,35,480,"45"
"Mawile","Kucheat<U+30AF><U+30C1><U+30FC><U+30C8>",303,"Deceiver Pokémon","III","Hoenn",0,"Steel","Fairy","Hyper Cutter"," Intimidate"," Sheer Force",NA,NA,NA,0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,50,0.6,11.5,105,125,55,95,50,"Hoenn",5120,800000,70,480,"45"
"Aron","Cokodora<U+30B3><U+30B3><U+30C9><U+30E9>",304,"Iron Armor Pokémon","III","Hoenn",0,"Steel","Rock","Sturdy"," Rock Head"," Heavy Metal",NA,NA,NA,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,50,0.4,60,70,100,40,40,30,"Hoenn",8960,1250000,35,330,"180"
"Lairon","Kodora<U+30B3><U+30C9><U+30E9>",305,"Iron Armor Pokémon","III","Hoenn",0,"Steel","Rock","Sturdy"," Rock Head"," Heavy Metal",NA,NA,NA,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,60,0.9,120,90,140,50,50,40,"Hoenn",8960,1250000,35,430,"90"
"Aggron","Bossgodora<U+30DC><U+30B9><U+30B4><U+30C9><U+30E9>",306,"Iron Armor Pokémon","III","Hoenn",0,"Steel","Rock","Sturdy"," Rock Head"," Heavy Metal",NA,NA,NA,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,70,2.1,360,140,230,60,80,50,"Hoenn",8960,1250000,35,630,"45"
"Meditite","Asanan<U+30A2><U+30B5><U+30CA><U+30F3>",307,"Meditate Pokémon","III","Hoenn",0,"Fighting","Psychic","Pure Power"," Telepathy",NA,NA,NA,NA,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,30,0.6,11.2,40,55,40,55,60,"Hoenn",5120,1000000,70,280,"180"
"Medicham","Charem<U+30C1><U+30E3><U+30FC><U+30EC><U+30E0>",308,"Meditate Pokémon","III","Hoenn",0,"Fighting","Psychic","Pure Power"," Telepathy",NA,NA,NA,NA,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,60,1.3,31.5,100,85,80,85,100,"Hoenn",5120,1000000,70,510,"90"
"Electrike","Rakurai<U+30E9><U+30AF><U+30E9><U+30A4>",309,"Lightning Pokémon","III","Hoenn",0,"Electric","None","Static"," Lightningrod"," Minus",NA,NA,NA,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,40,0.6,15.2,45,40,65,40,65,"Hoenn",5120,1250000,70,295,"120"
"Manectric","Livolt<U+30E9><U+30A4><U+30DC><U+30EB><U+30C8>",310,"Discharge Pokémon","III","Hoenn",0,"Electric","None","Static"," Lightningrod"," Minus",NA,NA,NA,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,70,1.5,40.2,75,80,135,80,135,"Hoenn",5120,1250000,70,575,"45"
"Plusle","Prasle<U+30D7><U+30E9><U+30B9><U+30EB>",311,"Cheering Pokémon","III","Hoenn",0,"Electric","None","Plus"," Lightningrod",NA,NA,NA,NA,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,60,0.4,4.2,50,40,85,75,95,"Hoenn",5120,1000000,70,405,"200"
"Minun","Minun<U+30DE><U+30A4><U+30CA><U+30F3>",312,"Cheering Pokémon","III","Hoenn",0,"Electric","None","Minus"," Volt Absorb",NA,NA,NA,NA,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,60,0.4,4.2,40,50,75,85,95,"Hoenn",5120,1000000,70,405,"200"
"Volbeat","Barubeat<U+30D0><U+30EB><U+30D3><U+30FC><U+30C8>",313,"Firefly Pokémon","III","Hoenn",0,"Bug","None","Illuminate"," Swarm"," Prankster",NA,NA,NA,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,65,0.7,17.7,73,75,47,85,85,"Hoenn",3840,600000,70,430,"150"
"Illumise","Illumise<U+30A4><U+30EB><U+30DF><U+30FC><U+30BC>",314,"Firefly Pokémon","III","Hoenn",0,"Bug","None","Oblivious"," Tinted Lens"," Prankster",NA,NA,NA,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,65,0.6,17.7,47,75,73,85,85,"Hoenn",3840,1640000,70,430,"150"
"Roselia","Roselia<U+30ED><U+30BC><U+30EA><U+30A2>",315,"Thorn Pokémon","III","Hoenn",0,"Grass","Poison","Natural Cure"," Poison Point"," Leaf Guard",NA,NA,NA,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,50,0.3,2,60,45,100,80,65,"Hoenn",5120,1059860,70,400,"150"
"Gulpin","Gokulin<U+30B4><U+30AF><U+30EA><U+30F3>",316,"Stomach Pokémon","III","Hoenn",0,"Poison","None","Liquid Ooze"," Sticky Hold"," Gluttony",NA,NA,NA,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,70,0.4,10.3,43,53,43,53,40,"Hoenn",5120,1640000,70,302,"225"
"Swalot","Marunoom<U+30DE><U+30EB><U+30CE><U+30FC><U+30E0>",317,"Poison Bag Pokémon","III","Hoenn",0,"Poison","None","Liquid Ooze"," Sticky Hold"," Gluttony",NA,NA,NA,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,100,1.7,80,73,83,73,83,55,"Hoenn",5120,1640000,70,467,"75"
"Carvanha","Kibanha<U+30AD><U+30D0><U+30CB><U+30A2>",318,"Savage Pokémon","III","Hoenn",0,"Water","Dark","Rough Skin"," Speed Boost",NA,NA,NA,NA,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,45,0.8,20.8,90,20,65,20,65,"Hoenn",5120,1250000,35,305,"225"
"Sharpedo","Samehader<U+30B5><U+30E1><U+30CF><U+30C0><U+30FC>",319,"Brutal Pokémon","III","Hoenn",0,"Water","Dark","Rough Skin"," Speed Boost",NA,NA,NA,NA,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,70,1.8,88.8,140,70,110,65,105,"Hoenn",5120,1250000,35,560,"60"
"Wailmer","Hoeruko<U+30DB><U+30A8><U+30EB><U+30B3>",320,"Ball Whale Pokémon","III","Hoenn",0,"Water","None","Water Veil"," Oblivious"," Pressure",NA,NA,NA,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,130,2,130,70,35,70,35,60,"Hoenn",10240,1640000,70,400,"125"
"Wailord","Whaloh<U+30DB><U+30A8><U+30EB><U+30AA><U+30FC>",321,"Float Whale Pokémon","III","Hoenn",0,"Water","None","Water Veil"," Oblivious"," Pressure",NA,NA,NA,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,170,14.5,398,90,45,90,45,60,"Hoenn",10240,1640000,70,500,"60"
"Numel","Donmel<U+30C9><U+30F3><U+30E1><U+30EB>",322,"Numb Pokémon","III","Hoenn",0,"Fire","Ground","Oblivious"," Simple"," Own Tempo",NA,NA,NA,0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4,60,0.7,24,60,40,65,45,35,"Hoenn",5120,1000000,70,305,"255"
"Camerupt","Bakuuda<U+30D0><U+30AF><U+30FC><U+30C0>",323,"Eruption Pokémon","III","Hoenn",0,"Fire","Ground","Magma Armor"," Solid Rock"," Anger Point",NA,NA,NA,0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4,70,1.9,220,120,100,145,105,20,"Hoenn",5120,1000000,70,560,"150"
"Torkoal","Cotoise<U+30B3><U+30FC><U+30BF><U+30B9>",324,"Coal Pokémon","III","Hoenn",0,"Fire","None","White Smoke"," Drought"," Shell Armor",NA,NA,NA,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,70,0.5,80.4,85,140,85,70,20,"Hoenn",5120,1000000,70,470,"90"
"Spoink","Baneboo<U+30D0><U+30CD><U+30D6><U+30FC>",325,"Bounce Pokémon","III","Hoenn",0,"Psychic","None","Thick Fat"," Own Tempo"," Gluttony",NA,NA,NA,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,60,0.7,30.6,25,35,70,80,60,"Hoenn",5120,800000,70,330,"255"
"Grumpig","Boopig<U+30D6><U+30FC><U+30D4><U+30C3><U+30B0>",326,"Manipulate Pokémon","III","Hoenn",0,"Psychic","None","Thick Fat"," Own Tempo"," Gluttony",NA,NA,NA,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,80,0.9,71.5,45,65,90,110,80,"Hoenn",5120,800000,70,470,"60"
"Spinda","Patcheel<U+30D1><U+30C3><U+30C1><U+30FC><U+30EB>",327,"Spot Panda Pokémon","III","Hoenn",0,"Normal","None","Own Tempo"," Tangled Feet"," Contrary",NA,NA,NA,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,60,1.1,5,60,60,60,60,60,"Hoenn",3840,800000,70,360,"255"
