"","Pokedex_Number","Classfication","Generation","Region","Is_Legendary","Type_1","Type_2","Ability_1","Ability_2","Ability_3","Ability_4","Ability_5","Ability_6","Against_Bug","Against_Dark","Against_Dragon","Against_Electric","Against_Fairy","Against_Fight","Against_Fire","Against_Flying","Against_Ghost","Against_Grass","Against_Ground","Against_Ice","Against_Normal","Against_Poison","Against_Psychic","Against_Rock","Against_Steel","Against_Water","Hp","Height_m","Weight_Kg","Attack","Defense","Sp_Attack","Sp_Defense","Speed","Base_Egg_Steps","Experience_Growth","Base_Happiness","Base_Total","Capture_Rate"
"Palkia",484,"Spatial Pokémon","IV","Sinnoh",1,"Water","Dragon","Pressure"," Telepathy",NA,NA,NA,NA,1,1,2,1,2,1,0.25,1,1,1,1,1,1,1,1,1,0.5,0.25,90,4.2,336,120,100,150,120,100,30720,1250000,0,680,3
"Heatran",485,"Lava Dome Pokémon","IV","Sinnoh",1,"Fire","Steel","Flash Fire"," Flame Body",NA,NA,NA,NA,0.25,1,0.5,1,0.25,2,1,0.5,1,0.25,4,0.25,0.5,0,0.5,1,0.25,2,91,1.7,430,90,106,130,106,77,2560,1250000,100,600,3
"Regigigas",486,"Colossal Pokémon","IV","Sinnoh",1,"Normal","None","Slow Start",NA,NA,NA,NA,NA,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,110,3.7,420,160,110,80,110,100,30720,1250000,0,670,3
"Giratina",487,"Renegade Pokémon","IV","Sinnoh",1,"Ghost","Dragon","Pressure"," Telepathy"," Levitate",NA,NA,NA,0.5,2,2,0.5,2,0,0.5,1,2,0.5,1,2,0,0.5,1,1,1,0.5,150,4.5,750,120,100,120,100,90,30720,1250000,0,680,3
"Cresselia",488,"Lunar Pokémon","IV","Sinnoh",1,"Psychic","None","Levitate",NA,NA,NA,NA,NA,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,120,1.5,85.6,70,120,75,130,85,30720,1250000,100,600,3
"Phione",489,"Sea Drifter Pokémon","IV","Sinnoh",0,"Water","None","Hydration",NA,NA,NA,NA,NA,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,80,0.4,3.1,80,80,80,80,80,10240,1250000,70,480,30
"Manaphy",490,"Seafaring Pokémon","IV","Sinnoh",1,"Water","None","Hydration",NA,NA,NA,NA,NA,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,100,0.3,1.4,100,100,100,100,100,2560,1250000,70,600,3
"Darkrai",491,"Pitch-Black Pokémon","IV","Sinnoh",1,"Dark","None","Bad Dreams",NA,NA,NA,NA,NA,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,70,1.5,50.5,90,90,135,90,125,30720,1250000,0,600,3
"Shaymin",492,"Gratitude Pokémon","IV","Sinnoh",1,"Grass","Grass","Natural Cure"," Serene Grace",NA,NA,NA,NA,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,100,0.2,2.1,103,75,120,75,127,30720,1059860,100,600,45
"Arceus",493,"Alpha Pokémon","IV","Sinnoh",1,"Normal","None","Multitype",NA,NA,NA,NA,NA,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,120,3.2,320,120,120,120,120,120,30720,1250000,0,720,3
"Victini",494,"Victory Pokémon","V","Unova",1,"Psychic","Fire","Victory Star",NA,NA,NA,NA,NA,1,2,1,1,0.5,0.5,0.5,1,2,0.5,2,0.5,1,1,0.5,2,0.5,2,100,0.4,4,100,100,100,100,100,30720,1250000,100,600,3
"Snivy",495,"Grass Snake Pokémon","V","Unova",0,"Grass","None","Overgrow"," Contrary",NA,NA,NA,NA,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,45,0.6,8.1,45,55,45,55,63,5120,1059860,70,308,45
"Servine",496,"Grass Snake Pokémon","V","Unova",0,"Grass","None","Overgrow"," Contrary",NA,NA,NA,NA,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,60,0.8,16,60,75,60,75,83,5120,1059860,70,413,45
"Serperior",497,"Regal Pokémon","V","Unova",0,"Grass","None","Overgrow"," Contrary",NA,NA,NA,NA,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,75,3.3,63,75,95,75,95,113,5120,1059860,70,528,45
"Tepig",498,"Fire Pig Pokémon","V","Unova",0,"Fire","None","Blaze"," Thick Fat",NA,NA,NA,NA,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,65,0.5,9.9,63,45,45,45,45,5120,1059860,70,308,45
"Pignite",499,"Fire Pig Pokémon","V","Unova",0,"Fire","Fighting","Blaze"," Thick Fat",NA,NA,NA,NA,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,90,1,55.5,93,55,70,55,55,5120,1059860,70,418,45
"Emboar",500,"Mega Fire Pig Pokémon","V","Unova",0,"Fire","Fighting","Blaze"," Reckless",NA,NA,NA,NA,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,110,1.6,150,123,65,100,65,65,5120,1059860,70,528,45
"Oshawott",501,"Sea Otter Pokémon","V","Unova",0,"Water","None","Torrent"," Shell Armor",NA,NA,NA,NA,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,55,0.5,5.9,55,45,63,45,45,5120,1059860,70,308,45
"Dewott",502,"Discipline Pokémon","V","Unova",0,"Water","None","Torrent"," Shell Armor",NA,NA,NA,NA,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,75,0.8,24.5,75,60,83,60,60,5120,1059860,70,413,45
"Samurott",503,"Formidable Pokémon","V","Unova",0,"Water","None","Torrent"," Shell Armor",NA,NA,NA,NA,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,95,1.5,94.6,100,85,108,70,70,5120,1059860,70,528,45
"Patrat",504,"Scout Pokémon","V","Unova",0,"Normal","None","Run Away"," Keen Eye"," Analytic",NA,NA,NA,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,45,0.5,11.6,55,39,35,39,42,3840,1000000,70,255,255
"Watchog",505,"Lookout Pokémon","V","Unova",0,"Normal","None","Illuminate"," Keen Eye"," Analytic",NA,NA,NA,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,60,1.1,27,85,69,60,69,77,5120,1000000,70,420,255
"Lillipup",506,"Puppy Pokémon","V","Unova",0,"Normal","None","Vital Spirit"," Pickup"," Run Away",NA,NA,NA,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,45,0.4,4.1,60,45,25,45,55,3840,1059860,70,275,255
"Herdier",507,"Loyal Dog Pokémon","V","Unova",0,"Normal","None","Intimidate"," Sand Rush"," Scrappy",NA,NA,NA,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,65,0.9,14.7,80,65,35,65,60,3840,1059860,70,370,120
"Stoutland",508,"Big-Hearted Pokémon","V","Unova",0,"Normal","None","Intimidate"," Sand Rush"," Scrappy",NA,NA,NA,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,85,1.2,61,110,90,45,90,80,3840,1059860,70,500,45
"Purrloin",509,"Devious Pokémon","V","Unova",0,"Dark","None","Limber"," Unburden"," Prankster",NA,NA,NA,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,41,0.4,10.1,50,37,50,37,66,5120,1000000,70,281,255
"Liepard",510,"Cruel Pokémon","V","Unova",0,"Dark","None","Limber"," Unburden"," Prankster",NA,NA,NA,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,64,1.1,37.5,88,50,88,50,106,5120,1000000,70,446,90
"Pansage",511,"Grass Monkey Pokémon","V","Unova",0,"Grass","None","Gluttony"," Overgrow",NA,NA,NA,NA,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,50,0.6,10.5,53,48,53,48,64,5120,1000000,70,316,190
"Simisage",512,"Thorn Monkey Pokémon","V","Unova",0,"Grass","None","Gluttony"," Overgrow",NA,NA,NA,NA,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,75,1.1,30.5,98,63,98,63,101,5120,1000000,70,498,75
"Pansear",513,"High Temp Pokémon","V","Unova",0,"Fire","None","Gluttony"," Blaze",NA,NA,NA,NA,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,50,0.6,11,53,48,53,48,64,5120,1000000,70,316,190
"Simisear",514,"Ember Pokémon","V","Unova",0,"Fire","None","Gluttony"," Blaze",NA,NA,NA,NA,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,75,1,28,98,63,98,63,101,5120,1000000,70,498,75
"Panpour",515,"Spray Pokémon","V","Unova",0,"Water","None","Gluttony"," Torrent",NA,NA,NA,NA,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,0.6,13.5,53,48,53,48,64,5120,1000000,70,316,190
"Simipour",516,"Geyser Pokémon","V","Unova",0,"Water","None","Gluttony"," Torrent",NA,NA,NA,NA,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,75,1,29,98,63,98,63,101,5120,1000000,70,498,75
"Munna",517,"Dream Eater Pokémon","V","Unova",0,"Psychic","None","Forewarn"," Synchronize"," Telepathy",NA,NA,NA,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,76,0.6,23.3,25,45,67,55,24,2560,800000,70,292,190
"Musharna",518,"Drowsing Pokémon","V","Unova",0,"Psychic","None","Forewarn"," Synchronize"," Telepathy",NA,NA,NA,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,116,1.1,60.5,55,85,107,95,29,2560,800000,70,487,75
"Pidove",519,"Tiny Pigeon Pokémon","V","Unova",0,"Normal","Flying","Big Pecks"," Super Luck"," Rivalry",NA,NA,NA,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,50,0.3,2.1,55,50,36,30,43,3840,1059860,70,264,255
"Tranquill",520,"Wild Pigeon Pokémon","V","Unova",0,"Normal","Flying","Big Pecks"," Super Luck"," Rivalry",NA,NA,NA,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,62,0.6,15,77,62,50,42,65,3840,1059860,70,358,120
"Unfezant",521,"Proud Pokémon","V","Unova",0,"Normal","Flying","Big Pecks"," Super Luck"," Rivalry",NA,NA,NA,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,80,1.2,29,115,80,65,55,93,3840,1059860,70,488,45
"Blitzle",522,"Electrified Pokémon","V","Unova",0,"Electric","None","Lightningrod"," Motor Drive"," Sap Sipper",NA,NA,NA,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,45,0.8,29.8,60,32,50,32,76,5120,1000000,70,295,190
"Zebstrika",523,"Thunderbolt Pokémon","V","Unova",0,"Electric","None","Lightningrod"," Motor Drive"," Sap Sipper",NA,NA,NA,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,75,1.6,79.5,100,63,80,63,116,5120,1000000,70,497,75
"Roggenrola",524,"Mantle Pokémon","V","Unova",0,"Rock","None","Sturdy"," Weak Armor"," Sand Force",NA,NA,NA,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,55,0.4,18,75,85,25,25,15,3840,1059860,70,280,255
"Boldore",525,"Ore Pokémon","V","Unova",0,"Rock","None","Sturdy"," Weak Armor"," Sand Force",NA,NA,NA,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,70,0.9,102,105,105,50,40,20,3840,1059860,70,390,120
"Gigalith",526,"Compressed Pokémon","V","Unova",0,"Rock","None","Sturdy"," Sand Stream"," Sand Force",NA,NA,NA,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,85,1.7,260,135,130,60,80,25,3840,1059860,70,515,45
"Woobat",527,"Bat Pokémon","V","Unova",0,"Psychic","Flying","Unaware"," Klutz"," Simple",NA,NA,NA,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,65,0.4,2.1,45,43,55,43,72,3840,1000000,70,323,190
"Swoobat",528,"Courting Pokémon","V","Unova",0,"Psychic","Flying","Unaware"," Klutz"," Simple",NA,NA,NA,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,67,0.9,10.5,57,55,77,55,114,3840,1000000,70,425,45
"Drilbur",529,"Mole Pokémon","V","Unova",0,"Ground","None","Sand Rush"," Sand Force"," Mold Breaker",NA,NA,NA,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,60,0.3,8.5,85,40,30,45,68,5120,1000000,70,328,120
"Excadrill",530,"Subterrene Pokémon","V","Unova",0,"Ground","Steel","Sand Rush"," Sand Force"," Mold Breaker",NA,NA,NA,0.5,1,0.5,0,0.5,2,2,0.5,1,1,2,1,0.5,0,0.5,0.25,0.5,2,110,0.7,40.4,135,60,50,65,88,5120,1000000,70,508,60
"Audino",531,"Hearing Pokémon","V","Unova",0,"Normal","None","Healer"," Regenerator"," Klutz",NA,NA,NA,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,103,1.1,31,60,126,80,126,50,5120,800000,70,545,255
"Timburr",532,"Muscular Pokémon","V","Unova",0,"Fighting","None","Guts"," Sheer Force"," Iron Fist",NA,NA,NA,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,75,0.6,12.5,80,55,25,35,35,5120,1059860,70,305,180
"Gurdurr",533,"Muscular Pokémon","V","Unova",0,"Fighting","None","Guts"," Sheer Force"," Iron Fist",NA,NA,NA,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,85,1.2,40,105,85,40,50,40,5120,1059860,70,405,90
"Conkeldurr",534,"Muscular Pokémon","V","Unova",0,"Fighting","None","Guts"," Sheer Force"," Iron Fist",NA,NA,NA,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,105,1.4,87,140,95,55,65,45,5120,1059860,70,505,45
"Tympole",535,"Tadpole Pokémon","V","Unova",0,"Water","None","Swift Swim"," Hydration"," Water Absorb",NA,NA,NA,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,0.5,4.5,50,40,50,40,64,5120,1059860,70,294,255
"Palpitoad",536,"Vibration Pokémon","V","Unova",0,"Water","Ground","Swift Swim"," Hydration"," Water Absorb",NA,NA,NA,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,75,0.8,17,65,55,65,55,69,5120,1059860,70,384,120
"Seismitoad",537,"Vibration Pokémon","V","Unova",0,"Water","Ground","Swift Swim"," Poison Touch"," Water Absorb",NA,NA,NA,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,105,1.5,62,95,75,85,75,74,5120,1059860,70,509,45
"Throh",538,"Judo Pokémon","V","Unova",0,"Fighting","None","Guts"," Inner Focus"," Mold Breaker",NA,NA,NA,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,120,1.3,55.5,100,85,30,85,45,5120,1000000,70,465,45
"Sawk",539,"Karate Pokémon","V","Unova",0,"Fighting","None","Sturdy"," Inner Focus"," Mold Breaker",NA,NA,NA,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,75,1.4,51,125,75,30,75,85,5120,1000000,70,465,45
"Sewaddle",540,"Sewing Pokémon","V","Unova",0,"Bug","Grass","Swarm"," Chlorophyll"," Overcoat",NA,NA,NA,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,45,0.3,2.5,53,70,40,60,42,3840,1059860,70,310,255
"Swadloon",541,"Leaf-Wrapped Pokémon","V","Unova",0,"Bug","Grass","Leaf Guard"," Chlorophyll"," Overcoat",NA,NA,NA,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,55,0.5,7.3,63,90,50,80,42,3840,1059860,70,380,120
"Leavanny",542,"Nurturing Pokémon","V","Unova",0,"Bug","Grass","Swarm"," Chlorophyll"," Overcoat",NA,NA,NA,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,75,1.2,20.5,103,80,70,80,92,3840,1059860,70,500,45
"Venipede",543,"Centipede Pokémon","V","Unova",0,"Bug","Poison","Poison Point"," Swarm"," Speed Boost",NA,NA,NA,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,30,0.4,5.3,45,59,30,39,57,3840,1059860,70,260,255
"Whirlipede",544,"Curlipede Pokémon","V","Unova",0,"Bug","Poison","Poison Point"," Swarm"," Speed Boost",NA,NA,NA,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,40,1.2,58.5,55,99,40,79,47,3840,1059860,70,360,120
"Scolipede",545,"Megapede Pokémon","V","Unova",0,"Bug","Poison","Poison Point"," Swarm"," Speed Boost",NA,NA,NA,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,60,2.5,200.5,100,89,55,69,112,5120,1059860,70,485,45
"Cottonee",546,"Cotton Puff Pokémon","V","Unova",0,"Grass","Fairy","Prankster"," Infiltrator"," Chlorophyll",NA,NA,NA,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,40,0.3,0.6,27,60,37,50,66,5120,1000000,70,280,190
"Whimsicott",547,"Windveiled Pokémon","V","Unova",0,"Grass","Fairy","Prankster"," Infiltrator"," Chlorophyll",NA,NA,NA,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,60,0.7,6.6,67,85,77,75,116,5120,1000000,70,480,75
"Petilil",548,"Bulb Pokémon","V","Unova",0,"Grass","None","Chlorophyll"," Own Tempo"," Leaf Guard",NA,NA,NA,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,45,0.5,6.6,35,50,70,50,30,5120,1000000,70,280,190
"Lilligant",549,"Flowering Pokémon","V","Unova",0,"Grass","None","Chlorophyll"," Own Tempo"," Leaf Guard",NA,NA,NA,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,70,1.1,16.3,60,75,110,75,90,5120,1000000,70,480,75
"Basculin",550,"Hostile Pokémon","V","Unova",0,"Water","None","Reckless"," Rock Head"," Adaptability"," Mold Breaker",NA,NA,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,70,1,18,92,65,80,55,98,10240,1000000,70,460,25
"Sandile",551,"Desert Croc Pokémon","V","Unova",0,"Ground","Dark","Intimidate"," Moxie"," Anger Point",NA,NA,NA,2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,50,0.7,15.2,72,35,35,35,65,5120,1059860,70,292,180
"Krokorok",552,"Desert Croc Pokémon","V","Unova",0,"Ground","Dark","Intimidate"," Moxie"," Anger Point",NA,NA,NA,2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,60,1,33.4,82,45,45,45,74,5120,1059860,70,351,90
"Krookodile",553,"Intimidation Pokémon","V","Unova",0,"Ground","Dark","Intimidate"," Moxie"," Anger Point",NA,NA,NA,2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,95,1.5,96.3,117,80,65,70,92,5120,1059860,70,519,45
"Darumaka",554,"Zen Charm Pokémon","V","Unova",0,"Fire","None","Hustle"," Inner Focus",NA,NA,NA,NA,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,70,0.6,37.5,90,45,15,45,50,5120,1059860,70,315,120
"Darmanitan",555,"Blazing Pokémon","V","Unova",0,"Fire","Fire","Sheer Force"," Zen Mode",NA,NA,NA,NA,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,105,1.3,92.9,30,105,140,105,55,5120,1059860,70,540,60
"Maractus",556,"Cactus Pokémon","V","Unova",0,"Grass","None","Water Absorb"," Chlorophyll"," Storm Drain",NA,NA,NA,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,75,1,28,86,67,106,67,60,5120,1000000,70,461,255
"Dwebble",557,"Rock Inn Pokémon","V","Unova",0,"Bug","Rock","Sturdy"," Shell Armor"," Weak Armor",NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,50,0.3,14.5,65,85,35,35,55,5120,1000000,70,325,190
"Crustle",558,"Stone Home Pokémon","V","Unova",0,"Bug","Rock","Sturdy"," Shell Armor"," Weak Armor",NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,70,1.4,200,105,125,65,75,45,5120,1000000,70,485,75
"Scraggy",559,"Shedding Pokémon","V","Unova",0,"Dark","Fighting","Shed Skin"," Moxie"," Intimidate",NA,NA,NA,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,50,0.6,11.8,75,70,35,70,48,3840,1000000,35,348,180
"Scrafty",560,"Hoodlum Pokémon","V","Unova",0,"Dark","Fighting","Shed Skin"," Moxie"," Intimidate",NA,NA,NA,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,65,1.1,30,90,115,45,115,58,3840,1000000,70,488,90
"Sigilyph",561,"Avianoid Pokémon","V","Unova",0,"Psychic","Flying","Wonder Skin "," Magic Guard"," Tinted Lens",NA,NA,NA,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,72,1.4,14,58,80,103,80,97,5120,1000000,70,490,45
"Yamask",562,"Spirit Pokémon","V","Unova",0,"Ghost","None","Mummy",NA,NA,NA,NA,NA,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,38,0.5,1.5,30,85,55,65,30,6400,1000000,70,303,190
"Cofagrigus",563,"Coffin Pokémon","V","Unova",0,"Ghost","None","Mummy",NA,NA,NA,NA,NA,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,58,1.7,76.5,50,145,95,105,30,6400,1000000,70,483,90
"Tirtouga",564,"Prototurtle Pokémon","V","Unova",0,"Water","Rock","Solid Rock"," Sturdy"," Swift Swim",NA,NA,NA,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,54,0.7,16.5,78,103,53,45,22,7680,1000000,70,355,45
"Carracosta",565,"Prototurtle Pokémon","V","Unova",0,"Water","Rock","Solid Rock"," Sturdy"," Swift Swim",NA,NA,NA,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,74,1.2,81,108,133,83,65,32,7680,1000000,70,495,45
"Archen",566,"First Bird Pokémon","V","Unova",0,"Rock","Flying","Defeatist",NA,NA,NA,NA,NA,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,55,0.5,9.5,112,45,74,45,70,7680,1000000,70,401,45
"Archeops",567,"First Bird Pokémon","V","Unova",0,"Rock","Flying","Defeatist",NA,NA,NA,NA,NA,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,75,1.4,32,140,65,112,65,110,7680,1000000,70,567,45
"Trubbish",568,"Trash Bag Pokémon","V","Unova",0,"Poison","None","Stench"," Sticky Hold"," Aftermath",NA,NA,NA,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,50,0.6,31,50,62,40,62,65,5120,1000000,70,329,190
"Garbodor",569,"Trash Heap Pokémon","V","Unova",0,"Poison","None","Stench"," Weak Armor"," Aftermath",NA,NA,NA,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,80,1.9,107.3,95,82,60,82,75,5120,1000000,70,474,60
"Zorua",570,"Tricky Fox Pokémon","V","Unova",0,"Dark","None","Illusion",NA,NA,NA,NA,NA,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,40,0.7,12.5,65,40,80,40,65,6400,1059860,70,330,75
"Zoroark",571,"Illusion Fox Pokémon","V","Unova",0,"Dark","None","Illusion",NA,NA,NA,NA,NA,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,60,1.6,81.1,105,60,120,60,105,5120,1059860,70,510,45
"Minccino",572,"Chinchilla Pokémon","V","Unova",0,"Normal","None","Cute Charm"," Technician"," Skill Link",NA,NA,NA,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,55,0.4,5.8,50,40,40,40,75,3840,800000,70,300,255
"Cinccino",573,"Scarf Pokémon","V","Unova",0,"Normal","None","Cute Charm"," Technician"," Skill Link",NA,NA,NA,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,75,0.5,7.5,95,60,65,60,115,3840,800000,70,470,60
"Gothita",574,"Fixation Pokémon","V","Unova",0,"Psychic","None","Frisk"," Competitive"," Shadow Tag",NA,NA,NA,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,45,0.4,5.8,30,50,55,65,45,5120,1059860,70,290,200
"Gothorita",575,"Manipulate Pokémon","V","Unova",0,"Psychic","None","Frisk"," Competitive"," Shadow Tag",NA,NA,NA,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,60,0.7,18,45,70,75,85,55,5120,1059860,70,390,100
"Gothitelle",576,"Astral Body Pokémon","V","Unova",0,"Psychic","None","Frisk"," Competitive"," Shadow Tag",NA,NA,NA,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,70,1.5,44,55,95,95,110,65,5120,1059860,70,490,50
"Solosis",577,"Cell Pokémon","V","Unova",0,"Psychic","None","Overcoat"," Magic Guard"," Regenerator",NA,NA,NA,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,45,0.3,1,30,40,105,50,20,5120,1059860,70,290,200
"Duosion",578,"Mitosis Pokémon","V","Unova",0,"Psychic","None","Overcoat"," Magic Guard"," Regenerator",NA,NA,NA,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,65,0.6,8,40,50,125,60,30,5120,1059860,70,370,100
"Reuniclus",579,"Multiplying Pokémon","V","Unova",0,"Psychic","None","Overcoat"," Magic Guard"," Regenerator",NA,NA,NA,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,110,1,20.1,65,75,125,85,30,5120,1059860,70,490,50
"Ducklett",580,"Water Bird Pokémon","V","Unova",0,"Water","Flying","Keen Eye"," Big Pecks"," Hydration",NA,NA,NA,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,62,0.5,5.5,44,50,44,50,55,5120,1000000,70,305,190
"Swanna",581,"White Bird Pokémon","V","Unova",0,"Water","Flying","Keen Eye"," Big Pecks"," Hydration",NA,NA,NA,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,75,1.3,24.2,87,63,87,63,98,5120,1000000,70,473,45
